winner,feature,perm_mean,perm_std
CatBoost,orig_time,0.031181804190922237,0.01921711404259498
CatBoost,balance_time,0.0854364511993101,0.03452618069534728
CatBoost,LTV_time,0.03580421180618516,0.023585719581406834
CatBoost,interest_rate_time,0.06806039177527992,0.030272418938222145
CatBoost,FICO_orig_time,0.024914889341402416,0.019142390732228294
